Sentence#,Word,Tag;
,точках,O;
,обмена,O;
,трафиком,O;
,важнейший,O;
,показатель,O;
,масштаба,O;
,деятельности,O;
,магистрального,O;
,провайдера,B-PER;
,отметил,O;
,директор,B-PER;
,по,I-PER;
,инфраструктуре,I-PER;
,ОАО,B-ORG;
,МегаФон,I-ORG;
,Евгений,B-PER;
,Чермашенцев,I-PER;
104,Следующие,O;
,этапы,O;
,оператор,B-PER;
,определит,O;
,на,O;
,основании,O;
,оценки,O;
,технической,O;
,целесообразности,O;
,и,O;
,экономической,O;
,привлекательности,O;
,проектов,O;
,подчеркнул,O;
,директор,B-PER;
,по,I-PER;
,развитию,I-PER;
,корпоративного,I-PER;
,бизнеса,I-PER;
,МегаФона,B-ORG;
,Влад,B-PER;
,Вольфсон,I-PER;
105,Firefly,B-ORG;
,рад,O;
,подписать,O;
,меморандум,B-LAW;
,о,O;
,взаимопонимании,O;
,с,O;
,Airbus,B-ORG;
,чтобы,O;
,сформулировать,O;
,полноценное,O;
,рыночное,O;
,предложение,O;
,которое,O;
,обеспечит,O;
,клиентам,B-PER;
,Airbus,B-ORG;
,быстрое,O;
,развертывание,O;
,спутников,B-PRODUCT;
,производства,I-PRODUCT;
,Airbus,I-PRODUCT;
,сказал,O;
,генеральный,B-PER;
,директор,I-PER;
,Firefly,B-ORG;
,Том,B-PER;
,Маркусик,I-PER;
106,PGNiG,B-ORG;
,Upstream,I-ORG;
,Norway,I-ORG;
,подписала,O;
,соглашение,B-LAW;
,с,O;
,Norske,B-ORG;
,Shell,I-ORG;
,о,O;
,приобретении,O;
,долей,O;
,в,O;
,Квитебьерн,B-GPE;
,и,O;
,Валемон,B-GPE;
,двух,O;
,действующих,O;
,месторождениях,O;
,в,O;
,Северном,B-LOC;
,море,I-LOC;
107,SOCAR,B-ORG;
,заключил,O;
,соглашение,B-LAW;
,с,O;
,компанией,O;
,Роснефть,B-ORG;
,на,O;
,право,O;
,продажи,O;
,нефтепродуктов,B-PRODUCT;
,в,O;
,страны,O;
,Восточной,B-GPE;
,Европы,I-GPE;
,Польшу,B-GPE;
,Украину,B-GPE;
,в,O;
,страны,O;
,Прибалтики,B-GPE;
,и,O;
,так,O;
,далее,O;
108,АЕГЭ,B-ORG;
,АЭРО,I-ORG;
,эксклюзивный,O;
,дистрибьютор,O;
,производителя,O;
,телетрапов,B-PRODUCT;
,ADELTE,I-PRODUCT;
,на,O;
,территории,O;
,РФ,B-GPE;
,23,B-DATE;
,апреля,I-DATE;
,2015,I-DATE;
,г.,I-DATE;
,ООО,B-ORG;
,АЕГЭ,I-ORG;
,АЭРО,I-ORG;
,подписало,O;
,новое,O;
,эксклюзивное,O;
,дистрибьюторское,O;
,соглашение,B-LAW;
,с,O;
,компанией,O;
,Adelte,B-ORG;
,Technolologies,I-ORG;
,S. L. U,I-ORG;
,которое,O;
,дает,O;
,право,O;
,продавать,O;
,телескопические,B-PRODUCT;
,трапы,I-PRODUCT;
,для,O;
,аэропортов,O;
,а,O;
,также,O;
,обеспечивать,O;
,сервисное,O;
,обслуживание,O;
,вышеуказанного,O;
,оборудования,O;
,на,O;
,территории,O;
,Российской,B-GPE;
,Федерации,I-GPE;
109,АО,B-ORG;
,Нацимбио,I-ORG;
,заключило,O;
,два,O;
,государственных,O;
,контракта,B-LAW;
,с ,O;
,ФСИН,B-ORG;
,на,O;
,поставку,O;
,указанных,O;
,в,O;
,материале,O;
,препаратов,O;
110,Ралтегравир,B-PRODUCT;
,и,O;
,Долутегравир,B-PRODUCT;
,Авангард,B-ORG;
,Лизинг,I-ORG;
,заключил,O;
,договор,B-LAW;
,с,O;
,компанией,O;
,Гласс,B-ORG;
,Декор,I-ORG;
,на,O;
,сумму,O;
,10,B-MONEY;
,млн.,I-MONEY;
,долларов,I-MONEY;
111,28,B-DATE;
,ноября,I-DATE;
,2007,I-DATE;
,Авиационное,B-ORG;
,оборудование,I-ORG;
,заключило,O;
,контракт,B-LAW;
,с,O;
,ОАК,B-ORG;
,ТС,I-ORG;
112,АвтоВАЗ,B-ORG;
,подписал,O;
,сделку,B-LAW;
,о,O;
,консолидации,O;
,бывшего,O;
,СП,O;
,с,O;
,General,B-ORG;
, Motors,I-ORG;
113,Автодор,B-ORG;
,заключил,O;
,договор,B-LAW;
,с,O;
,Горенье,B-ORG;
,Автодор,I-ORG;
,подписал,O;
,соглашение,B-LAW;
,с,O;
,Крокус,B-ORG;
,Интернешнл,I-ORG;
,на,O;
,строительство,O;
,первой,O;
,очереди,O;
,ЦКАД,O;
114,Азеркосмос,B-ORG;
,заключил,O;
,контракт,B-LAW;
,с,O;
,CaspianSAT,B-ORG;
"115,""АйТеко"",B-ORG";
,и,O;
,Kryon,B-ORG;
,заключили,O;
,соглашение,B-LAW;
,о,O;
,партнерстве,O;
"116,""АйТеко"",B-ORG";
,подписала,O;
,партнерское,O;
,соглашение,B-LAW;
, с,O;
,компанией ,O;
,Kryon,B-ORG;
, одним,O;
,из,O;
,лидеров,O;
,мирового,O;
,рынка,O;
117,RPA ,B-ORG;
",""АльфаСтрахование"" ,B-ORG";
","" и,O";
",""Ингорсстрах"",B-ORG";
,ориентируясь ,O;
,на ,O;
,усовершенствование,O;
,бизнеса,O;
,Крупнейшие,O;
,российские,I-NORP;
,страховщики,O;
,заявили,O;
,о,O;
, шагах,O;
,предпринятых,O;
,ими,O;
,на,O;
,пути ,O;
,усовершенствования,O;
,страхового,O;
,бизнеса,O;
",ГК ""АльфаСтрахование"",B-ORG";
,внедрила,O;
,платформу,O;
,IBM WebSphere ILOG BRMS,B-ORG;
,(автоматизация управления бизнес-правилами),I-ORG;
, а,O;
",ОСАО ""Ингосстрах"",B-ORG";
,заключило,O;
,партнерский,O;
,договор ,B-LAW;
,с,O;
,федеральным,O;
,почтовым ,O;
,оператором,O;
", ""Почта России"",B-ORG";
"118,""Арсенал"",B-ORG";
,заключил,O;
,контракт,B-LAW;
,на,O;
,300 млн фунтов,B-MONEY;
,с,O;
,Adidas ,B-ORG;
,| Goal.com.,B-ORG;
"119,""Аэрофьюэлз Групп"",B-ORG";
,не,O;
,получил ,O;
,от ,O;
,указанных,O;
,компаний,O;
,никакого,O;
,конструктивного,O;
,ответа ,O;
,и,O;
,был ,O;
,вынужден,O;
, обратиться,O;
,в,O;
,ФАС ,B-ORG;
,России,B-GPE;
,который ,O;
,в декабре 2016 г.,B-DATE;
,вынес,O;
,предупреждение,O;
,в,O;
,адрес,O;
", ООО ""Тосмар"",B-ORG";
,о ,O;
,необходимости,O;
,заключения,O;
,договора,B-LAW;
,с,O;
",ООО ""Аэрофьюэлз Магадан"",B-ORG";
",(ГК ""Аэрофьюэлз""),I-ORG";
,в,O;
,течение,O;
,тридцати,O;
,дней,O;
"120,""БКС Брокер"",B-ORG";
,и,O;
,инвестиционный,O;
,банк,O;
,BCS Global Markets,B-ORG;
,подписали ,O;
,эксклюзивное ,O;
,соглашение,B-LAW;
,о ,O;
,сотрудничестве ,O;
,с,O;
,Argus Research,B-ORG;
,ведущей,O;
,американской,B-NORP;
,аналитической ,O;
,компанией,O;
,которая ,O;
,публикует,O;
,независимые,O;
,исследования,O;
, и ,O;
,анализирует ,O;
,акции ,O;
,американских,B-NORP;
,компаний,O;
"121,""Балтинвест"",B-ORG";
,договор,B-LAW;
,с,O;
,компанией,O;
,Норд Интер Хауз.,B-ORG;
"122,""Банковский альянс"",B-ORG";
, подписал,O;
,соглашение,B-LAW;
, с,O;
",""Солев"",B-ORG";
"123,""Басфор"",I-ORG";
,заключил ,O;
,мировое,O;
,соглашение,B-LAW;
,с ,O;
, Промсвязьбанком,B-ORG;
"124,""Билайн"",B-ORG";
,подписал,O;
,контракт ,B-LAW;
,с,O;
,Apple,I-ORG;
,на,O;
,продажу,O;
,новых,O;
,iPhone 5c / 5s.,B-PRODUCT;
,Apple,B-ORG;
",""Билайн"" ,B-ORG";
,подписал,O;
,контракт,B-LAW;
,с,O;
, Apple,I-ORG;
,на,O;
,продажу,O;
,новых,O;
,iPhone,B-PRODUCT;
"125,""Боде ,B-ORG";
,снова ,O;
,подписал,O;
,контракт,B-LAW;
,с,O;
,Briko,B-ORG;
,сказал ,O;
,агент ,O;
,Миллера,B-PER;
,комментируя ,O;
,компанию,O;
,которая,O;
,будет ,O;
,поставлять,O;
, для,O;
,Боде,B-ORG;
,шлем и маски.,I-PRODUCT;
",""В,O";
,этом,O;
,году,O;
,дилер,O;
"126,""РязаньСкан"",B-ORG";
,заключил,O;
, договор,B-LAW;
, с,O;
,группой,O;
,компаний,O;
",""Грейн Холдинг"",B-ORG";
,на,O;
,приобретение,O;
,50,O;
,машин,B-PRODUCT;
,на,O;
,метане,B-PRODUCT;
,и,O;
,первые,O;
,11,O;
,тягачей,B-PRODUCT;
,Scania P340,I-PRODUCT;
,уже,O;
,переданы,O;
,клиенту.,O;
"127,""ВСМПО-Ависма"",B-ORG";
,подписала,O;
,соглашение,B-LAW;
,с ,O;
,Boeing,B-ORG;
,о,O;
,поставках,O;
,деталей,O;
, для ,O;
,самолетов,B-PRODUCT;
128,Корпорация ВСМПО-Ависма,B-ORG;
,и ,O;
, компания ,O;
,Boeing,B-ORG;
,подписали ,O;
,долгосрочное,O;
,соглашение,B-LAW;
,о,O;
,поставках ,O;
,титановой продукции,B-PRODUCT;
,для,O;
,самолетов,B-PRODUCT;
, моделей,O;
,787 Dreamliner777...,B-PRODUCT;
"129,""Вашингтон"",B-ORG";
,заключил,O;
,контракт,B-LAW;
,с,O;
,Лундквистом.,B-ORG;
"130,""Вашингтон"",B-ORG";
,подписал,O;
,контракт,B-LAW;
,с,O;
,Протасом.,B-PER;
"131,""Виннипег"",B-ORG";
,подписал,O;
,контракт,B-LAW;
,с ,O;
,Демело,B-PER;
,на,O;
,4 года,B-DATE;
,и,O;
,2 млн долларов,B-MONEY;
132,Защитник,O;
,Дилан Демело,B-PER;
,подписал,O;
,новый,O;
,контракт,B-LAW;
,с,O;
",""Виннипегом"",B-ORG";
,информирует,O;
,официальный,O;
,сайт,O;
,клуба,O;
"133,""ВымпелКом"" ,B-ORG";
,заключил,O;
,договор,B-LAW;
,с,O;
,компанией ,O;
",""Северсталь-инфоком"",B-ORG";
,по,O;
,оказанию,O;
,услуг,O;
,сотовой,O;
,радиотелефонной,O;
,связи,O;
,предприятиям,O;
,которые,O;
,входят,O;
,в ,O;
,группу,O;
,компаний,O;
",""Северсталь"",B-ORG";
,на,O;
,всей,O;
,территории,O;
,России.,B-LOC;
"134,""Вымпелком"" ,B-ORG";
,заключил,O;
,соглашение,B-LAW;
,с ,O;
,Warner Music,B-ORG;
,об,O;
,использовании,O;
,образа ,O;
",""Вымпелком"",B-ORG";
,заключил,O;
,заключил,O;
,соглашение ,O;
,с,O;
,Warner Music,B-ORG;
,об,O;
,использовании,O;
,образа ,O;
,поп-звезды,O;
,в,O;
,своей ,O;
,рекламе,O;
,а,O;
,также,O;
,об,O;
,эксклюзивном,O;
,праве,O;
,на,O;
,продажу ,O;
,мобильного,O;
,контента,O;
,певицы,O;
,сроком,O;
,на,O;
,пять месяцев.,B-DATE;
"135,""Газпром космические системы"",B-ORG";
,заключил ,O;
,контракт,B-LAW;
,с,O;
,болгарской,I-NORP;
,телекоммуникационной,O;
,компанией,O;
,Vivacom,B-ORG;
,на,O;
,предоставление,O;
,спутникового ,O;
,ресурса,O;
,для,O;
,услуг,O;
,VSAT,B-PRODUCT;
,(спутникового интернета),I-PRODUCT;
,и,I-PRODUCT;
,телевизионного,I-PRODUCT;
,вещания,I-PRODUCT;
"136,""Газпром"",B-ORG";
,в,O;
,2015,B-DATE;
,заключил,O;
,долгосрочный,O;
,контракт,B-LAW;
,на,O;
,покупку,O;
,СПГ,B-PRODUCT;
,с,O;
",""Ямала СПГ"",I-ORG";
"137,""Газпром"",B-ORG";
,заключил,O;
,договор,B-LAW;
,с,O;
",ООО ""Научно исследовательский проектный институт нефти и газа ""Петон"",B-ORG";
,на,O;
,проектирование,O;
,строительство,O;
,и,O;
,пусконаладку,O;
"138,""Газпром"",B-ORG";
,заключил,O;
,пятилетний,O;
,контракт,B-LAW;
,с,O;
",""Зенитом"",B-ORG";
,на ,O;
,€ 57. 5 млн.,B-MONEY;
"139,""Газпром"",B-ORG";
,подписал,O;
,мирный,O;
,договор ,O;
,с,O;
,Чечней,B-GPE;
"140,""Газпром"",B-ORG";
,подписал,O;
,соглашения,B-LAW;
,с,O;
,предприятиями,O;
,отечественного,O;
,ОПК Экономика и бизнес.,B-ORG;
"141,""Галс-Девелопмент"",B-ORG";
",""ДонСтрой Инвест"",B-ORG";
,и,O;
",""Фодд"",B-ORG";
,подписали ,O;
,соглашение,B-LAW;
,о,O;
,партнерстве,O;
,с ,O;
,Фондом,O;
",""Сколково"",B-ORG";
"142,""Агробанк"",B-ORG";
,привлек,O;
,заемные,O;
,средства,O;
,на,O;
,$10,B-MONEY;
,млн,I-MONEY;
"143,""Агробанк"",B-ORG";
,и,O;
,Международная,B-ORG;
,исламская,I-ORG;
,торгово-финансовая,I-ORG;
,корпорация,I-ORG;
,подписали,O;
,двустороннее,O;
,соглашение,B-LAW;
"144,""Азеришыг"",B-ORG";
,и,O;
,компания,B-ORG;
,Energo,I-ORG;
,подписали,O;
,контракт,B-LAW;
145,АМИ Тренд,B-ORG;
",""Азеришыг"",B-ORG";
,и,O;
,компания,B-ORG;
,Energo,I-ORG;
,подписали,O;
,контракт,B-LAW;
"146,""АйТеко"",B-ORG";
,и,O;
,Kryon,B-ORG;
,заключили,O;
,соглашение,B-LAW;
,о,O;
,партнерстве,O;
"147,""АйТеко"",B-ORG";
,подписала,O;
,партнерское,O;
,с,O;
,соглашение,B-LAW;
,с,O;
,компанией,B-ORG;
,Kryon,I-ORG;
,одним,O;B-PER
,из,O;
,лидеров,O;
,RPA ,B-ORG;
,Robotic,I-ORG;
,Process,I-ORG;
,Automation,I-ORG;
"148,""Айтеко"",B-ORG";
,и,O;
,Visiology,B-ORG;
,заключили,O;
,соглашение,B-LAW;
,о,O;
,партнерстве,O;
,Партнеры,B-ORG;
,будут,O;
,продвигать,O;
,на,O;
,российском,B-NORP;
,рынке,B-ORG;
,платформу ,B-PRODUCT;
,аналитическую,I-PRODUCT;
,Visiology,I-PRODUCT;
,для,O;
,цифровизации,O;
,и,O;
,автоматизации ,O;
,бизнес-процессов,O;
, организаций.,O;
"149,""Ак Барс"",B-ORG";
,и,O;
,клуб,B-ORG;
,ВХЛ,I-ORG;
",""Нефтяник"",I-ORG";
,из,O;
,Альметьевска,B-GPE;
,подписали,O;
,договор,B-LAW;
,о,O;
,сотрудничестве,O;
"150,""Акрон"",B-ORG";
,и,O;
,Росбанк,B-ORG;
,в,O;
,ходе,O;
,Петербургского,B-EVENT;
,международного,I-EVENT;
,экономического,I-EVENT;
,форума,B-EVENT;
,заключили,O;
,соглашение,B-LAW;
,о,O;
,сотрудничестве,O;
,сроком,O;
,на,O;
,пять лет,B-DATE;
,передает,O;
,корр,O;
,Аладдин,B-PER;
,Р. Д.,I-PER;
151,НИИМА,B-ORG;
,и,O;
",""Прогресс"",B-ORG";
,подписали,O;
,Соглашение,B-LAW;
,о,O;
,научно-техническом,O;
,сотрудничестве,O;
"152,""Альфа-Банк"",B-ORG";
,и,O;
,Группа,B-ORG;
",""Самолет"",I-ORG";
,подписали,O;
,кредитное,O;
,соглашение,B-LAW;
,с,O;
,лимитом,O;
,в,O;
,7.5 млрд рублей,B-MONEY;
"153,""Альянс-Лизинг"",B-ORG";
,и,O;
",""БалтИнвестСтрой"",B-ORG";
,заключили,O;
,сделку,B-LAW;
,на,O;
,86 млн,B-MONEY;
,рублей,I-MONEY;
,04 июня 2012 1978,B-DATE;
"154,""Альянс-Лизинг"",B-ORG";
,и,O;
,Банк,B-ORG;
,МСП,I-ORG;
,заключили,O;
,кредитный,O;
,договор,B-LAW;
,на,O;
,рублей,B-MONEY;
,200 млн,I-MONEY;
,27 апреля 2012 1970,B-DATE;
,Денежные,O;
,средства,O;
,направлены,O;
,на,O;
,финансирование,O;
,проектов,O;
,лизинга,O;
,оборудования,B-PRODUCT;
"155,""Альянс-Лизинг"",B-ORG";
,и,O;
,компания,B-ORG;
",""НГ-Энерго"",I-ORG";
,заключили,O;
,сделку,B-LAW;
,на,O;
,62 млн,B-MONEY;
,рублей,I-MONEY;
,08 февраля 2012,B-DATE;
,1866,B-DATE;
"156,""Альянс-Лизинг"",B-ORG";
,и,O;
,сеть,B-ORG;
,магазинов,I-ORG;
",""Дикси"",I-ORG";
,заключили,O;
,сделку,B-LAW;
,на,O;
,рублей,B-MONEY;
,242 млн,I-MONEY;
157,29 сентября 2010 2240,B-DATE;
",""Ангел"",B-ORG";
,и,O;
,Enjoy Movies,B-ORG;
,Георгия,B-PER;
,Малкова,I-PER;
,продюсера,O;
,подписали,O;
,договор,B-LAW;
,товарищества,O;
,в,O;
,2014 г.,B-DATE;
,в,O;
,2016 г,B-DATE;
,к,O;
,товариществу,O;
,добавилась,O;
,Renovatio,B-ORG;
,Владимира,B-PER;
,Полякова,I-PER;
,и,O;
,Александра,B-PER;
,Реввы,I-PER;
"158,""Арктик СПГ 2"",B-ORG";
,и,O;
,TechnipFMC,B-ORG;
,подписали,O;
,контракт,B-LAW;
,на,O;
,строительство,O;
,СПГ-завода,B-FAC;
"159,""Арменпресс"",B-ORG";
,и,O;
,Национальное,B-ORG;
,информационное,I-ORG;
,агентство,I-ORG;
,Кувейта,I-GPE;
,подпишут,O;
,соглашение,B-LAW;
,о,O;
,сотрудничестве,O;
"160,""Артек"",B-ORG";
,и,O;
",МИЦ ""Известия"",B-ORG";
,подписали,O;
,договор,B-LAW;
,о,O;
,сотрудничестве,O;
161,18.04.2018,B-DATE;
,Телеканал,B-ORG;
,Культура,I-ORG;
",""Атлант"",B-ORG";
,и,O;
,клуб,B-ORG;
",ВХЛ ""Дизель"",I-ORG";
,подписали,O;
,договор,B-LAW;
,о,O;
,взаимном,O;
,сотрудничестве,O;
"162,""Атомфлот"",B-ORG";
,и,O;
,ВСЗ,B-ORG;
,подписали,O;
,соглашение,B-LAW;
,на,O;
,строительства,O;
,портового,O;
,ледокола,B-PRODUCT;
,Aker ARC,I-PRODUCT;
163,124 в 2015 году,B-DATE;
",""Атомэнергоремонт"",B-ORG";
,и,O;
",""Балтийский завод"",B-FAC";
,подписали,O;
,контракт,B-LAW;
,на,O;
,проведение,O;
,большого,O;
,комплекса,O;
,работ ,O;
,в,O;
,сфере,O;
,судостроения,O;
"164,""Аэрофлот"",B-ORG";
,и,O;
,корпорация,B-ORG;
",""Гражданские самолеты Сухого"",I-ORG";
,заключили,O;
,соглашение,B-LAW;
,на,O;
,поставку,O;
,крупнейшему,O;
,российскому,O;
,перевозчику,O;
,20,O;
,самолетов,B-PRODUCT;
,новейшей,O;
,комплектации,O;
",""Сухой суперджет-100"",B-PRODUCT";
"165,""Аэрофлот"" ,B-ORG";
,и,O;
,корпорация,B-ORG;
,Boeing,I-ORG;
,в,O;
,сентябре 2007 года,B-DATE;
,подписали,O;
,соглашение,B-LAW;
,о,O;
,покупке,O;
,22,O;
,лайнеров,B-PRODUCT;
,Boeing-787 Dreamliner,I-PRODUCT;
"166,""БАРС Груп"",B-ORG";
,и,O;
",""Компьюлинк"",B-ORG";
,заключили,O;
,соглашение,B-LAW;
,о,O;
,стратегическом,O;
,партнерстве,O;
"167,""БАРС Груп"",B-ORG";
,и,O;
,Astra Linux,B-ORG;
,подписали,O;
,соглашение,B-LAW;
,о,O;
,сотрудничестве,O;
"168,""Балтийский Лизинг"",B-ORG";
,и,O;
",ГК ""Полиметалл"",B-ORG";
,заключили,O;
,2,O;
,договора,O;
,на,O;
,рублей,B-MONEY;
,700 млн,I-MONEY;
,18 мая 2009 2791,B-DATE;
169,Как,O;
,пишет,O;
,The,B-ORG;
,Washington,I-ORG;
,Post,I-ORG;
,Уильям,B-PER;
,Бернс,I-PER;
,не,O;
,обвинял,O;
,в,O;
,недомоганиях,O;
,американских,B-NORP;
,дипломатов,O;
,Россию,B-GPE;
170,Владимир,B-PER;
,Путин,I-PER;
,отреагировал,O;
,на,O;
,трагедию,O;
,на,O;
,шахте,B-FAC;
",""Листвяжная"",I-FAC";
,в,O;
,Кузбассе,B-GPE;
171,Генеральный,B-PER;
,прокурор,I-PER;
,России,I-PER;
,Игорь,B-PER;
,Краснов,I-PER;
,обвинил,O;
,депутата,B-PER;
,Госдумы,I-PER;
,от,I-PER;
,КПРФ,I-PER;
,Валерия,B-PER;
,Рашкина,I-PER;
,во,O;
,лжи,O;
,по,O;
,делу,O;
,об,O;
,убийстве,O;
,лося,O;
,в,O;
,Саратовской,B-GPE;
,области,I-GPE;
172,Президент,B-PER;
,Путин,B-PER;
,назначил,O;
,Аркадия,B-PER;
,Гостева,I-PER;
,директором,B-PER;
,ФСИН,I-PER;
,вместо,O;
,Александра,B-PER;
,Калашникова,I-PER;
173,Foreign,B-ORG;
,Policy,I-ORG;
,Байден,B-PER;
,добивается,O;
,исключения,O;
,санкций,O;
,против,O;
,Nord,B-PRODUCT;
,Stream,I-PRODUCT;
,2,I-PRODUCT;
,из,O;
,бюджета,O;
,США,B-GPE;
174,Президент,B-PER;
,Польши,B-GPE;
,предложил,O;
,генсеку,B-PER;
,НАТО,I-PER;
,расширить,O;
,военное,O;
,присутствие,O;
,на,O;
,востоке,O;
,альянса,O;
,НАТО,B-ORG;
,не,O;
,получила,O;
,от,O;
,России,B-GPE;
,ответа,O;
,на,O;
,свои,O;
,предложения,O;
175,Президент,B-PER;
,Польши,I-PER;
,Анджей,B-PER;
,Дуда,I-PER;
,предложил,O;
,генеральному,B-PER;
,секретарю,I-PER;
,НАТО,I-PER;
,Йенсу,B-PER;
,Столтенбергу,I-PER;
,расширить,O;
,военное,O;
,присутствие,O;
176,В,O;
,Воронеже,B-GPE;
,скончался,O;
,глава,B-PER;
,областного,I-PER;
,фонда,I-PER;
,поддержки,I-PER;
,населения,I-PER;
177,Основной,O;
,задачей,O;
,Ивана,B-PER;
,Беседина,I-PER;
,назначенного,O;
,новым,O;
,начальником,B-PER;
,московского,I-PER;
,метрополитена,I-PER;
,станет,O;
,увеличение,O;
,темпов,O;
,прокладки,O;
,новых,O;
,путей,O;
,с,O;
,четырех,O;
",""Интерфакс"",B-ORG";
,заявил,O;
,заместитель,B-PER;
,мэра,I-PER;
,Москвы,I-PER;
,по,I-PER;
,вопросам,I-PER;
,развития,I-PER;
,транспорта,I-PER;
,Николай,B-PER;
,Лямов,I-PER;
178,Мэр,B-PER;
,Собянин,I-PER;
,при,O;
,стрельбе,O;
,в,O;
,МФЦ,B-ORG;
,на,O;
,юго-востоке,B-LOC;
,Москвы,B-GPE;
,погибли,O;
,два,O;
,человека,O;
179,США,B-GPE;
,потребуют,O;
,от,O;
,ФРГ,B-GPE;
,отказаться,O;
,от,O;
,СП-2,B-PRODUCT;
,в,O;
,случае,O;
,эскалации,O;
,на,O;
,Украине,B-GPE;
180,Глава,B-PER;
,Генштаба,I-PER;
,России,B-GPE;
,пообещал,O;
,пресекать,O;
,украинские,B-NORP;
,провокации,O;
,Донбассе,B-GPE;
181,Глава,B-PER;
,Генштаба,I-PER;
,ВС,I-PER;
,РФ,I-PER;
,Валерий,B-PER;
,Герасимов,I-PER;
,назвал,O;
,недостоверной,O;
,информацию,O;
,о,O;
,готовящемся,O;
,вторжении,O;
,РФ,B-GPE;
,на,O;
,Украину,B-GPE;
182,Песков,B-PER;
,президенты,B-PER;
,Путин,B-PER;
,и,O;
,Байден,B-PER;
,отметили,O;
,необходимость,O;
,согласования,O;
,вопросов,O;
,с,O;
,НАТО,B-ORG;
183,Мишустин,B-PER;
,подписал,O;
,распоряжение,O;
,о,O;
,назначении,O;
,первым,B-PER;
,замглавы,I-PER;
,Минздрава,I-PER;
,России,B-GPE;
,Владимира,B-PER;
,Зеленского,I-PER;
,который,O;
,ранее,O;
,возглавлял,O;
,Фонд,B-ORG;
,обязательного,I-ORG;
,медицинского,I-ORG;
,страхования,I-ORG;
,Москвы,B-GPE;
,назначили,O;
,первым,B-PER;
,замглавы,I-PER;
,Минздрава,I-PER;
,России,B-GPE;
184,Минстрой,B-ORG;
,Алтайского,B-GPE;
,края,I-GPE;
,собирается ,O;
,отказаться,O;
,от,O;
,услуг,O;
,компании,B-ORG;
",""Экостар"",I-ORG";
,которая,O;
,этом,O;
,году,O;
,была,O;
,определена,O;
,региональным,B-ORG;
,оператором,I-ORG;
,по,I-ORG;
,ТКО,I-ORG;
,в,O;
,Алейской,B-GPE;
,и,O;
,Славгородской,B-GPE;
,зонах,O;
185,Екатеринбург,B-GPE;
,и,O;
,Минск,B-GPE;
,могут,O;
,связать,O;
,прямые,O;
,рейсы,O;
,с,O;
,весны,O;
186,Technip,B-ORG;
,Energies,I-ORG;
,и,O;
,Maire,B-ORG;
,Technimont,I-ORG;
,получили,O;
,EPC-контракты,B-LAW;
,по,O;
,проекту,O;
,Borouge 4,B-PRODUCT;
,в,O;
,ОАЭ,B-GPE;
187,FLB,B-ORG;
,рассказало,O;
,как,O;
,искусственно,O;
,мэра,B-PER;
,Орла,I-PER;
,Парахина,B-PER;
,Иванов,B-PER;
,Иван,I-PER;
,работает,O;
,в,O;
,Газпром,B-ORG;
188,Подмосковный,B-GPE;
,губернатор,B-PER;
,Андрей,B-PER;
,Воробьев,I-PER;
,подписал,O;
,соглашение,B-LAW;
,о,O;
,сотрудничестве,O;
,с,O;
,японской,B-NORP;
,компанией,B-ORG;
,Хино,I-ORG;
,Моторс,I-ORG;
,и,O;
,запустил,O;
,строительство,O;
,завода,B-FAC;
,по,O;
,выпуску,O;
,грузовиков,B-PRODUCT;
,этой,O;
,марки,O;
,с,O;
"189,""Энгеко"",B-ORG";
,заключило,O;
,КЖСИ,B-ORG;
,с,O;
,правом,O;
,выкупа,O;
,платежи,B-MONEY;
,были,O;
,растянуты,O;
,на,O;
,договор,B-LAW;
,аренды,O;
,котельной,O;
,несколько,B-DATE;
,лет,I-DATE;
,а,O;
,имущество,B-MONEY;
,компания ,B-ORG;
,получила,O;
,компания,B-ORG;
,в,O;
,пользование,O;
,сразу,O;
"190,""Энергоатом"",B-ORG";
,заключил,O;
,с,O;
,Westinghouse,B-ORG;
,контракт,B-LAW;
,по,O;
,топливу,O;
,на,O;
,Ровенскую,B-ORG;
,АЭС,I-ORG;
"191,""Ювентус"",B-ORG";
,заключил,O;
,спонсорское,O;
,соглашение,B-LAW;
,с ,O;
,букмекерской,O;
,компанией,B-ORG;
,Parimatch,B-ORG;
,Parimatch,I-ORG;
,объявил,O;
,о,O;
,подписании,O;
,спонсорского,O;
,соглашения,O;
,с,O;
",""Ювентусом"",B-ORG";
192,''НОВАТЭК'',B-ORG;
,заключил,O;
,с,O;
,Shenergy,B-ORG;
,Group,I-ORG;
,долгосрочный,B-DATE;
,договор,B-LAW;
,на,O;
,поставку,O;
,с,O;
,проекта,O;
,''Арктик СПГ 2'',B-PER;
,СПГ,O;
,заключило,O;
,с,O;
,о,O;
,продаже,O;
,движимого,O;
,имущества,O;
193,Министерство,B-ORG;
,обороны,I-ORG;
,РАДом,B-ORG;
,второй,O;
,договор,B-LAW;
,движимого,B-PRODUCT;
,имущества,I-PRODUCT;
194,В,O;
,2011,B-DATE;
,году,I-DATE;
,Троицкий,B-FAC;
,завод,I-FAC;
,поставил,O;
,и,O;
,смонтировал,O;
,на,O;
,ТВСЗ,B-FAC;
,полукозловые,O;
,краны,B-PRODUCT;
"195,Велесстрой"",B-ORG";
,закупил,O;
,оборудование,B-PRODUCT;
,у,O;
,VERTEX,B-ORG;
,ведущего,O;
,российского,B-NORP;
,поставщика,O;
,подъемной ,O;
,техники,O;
,самоходные,O;
,коленчатые,O;
